 Kd 8d Th Qd Qc] [ 4c 9c 5h Kh 4s Jh 5s Ad 6h 8h 4h 3d 6d 6c Ts 7d 2d Qh 6s Ks 9h 7h As 9s 8s 8c 2c Qs 4d 9d 2h Ac Td 7s Kc Jc 3h Jd Ah 5d 2s 3s Tc 5c Js 7c 3c];[Qc, Qd, Th, null, null];null;b1[f:100,0] ;null;null;Hero{6} ;6;b1[5s, 7s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6c Td 5d 4d 8s 6d Ah 8c 2s 9s Kh Kc 8h 7s Jh 5c Js 3s Jd 7h Ks 9h Ts 7c 9d Tc 4s 5h 3h Qh 2h 7d As Qs 6s 9c Jc 4c 4h 3c 5s 2c 3d Ad Ac 2d 6h];[Qc, Qd, Th, 6c, Td];null;b1[r:13,13] Hero[c:0,28] ;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(18) ;-8;b1[Jc, Ac]12882;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 7d 2d Qh 8s Ad 4d 3h Ts Kc 9d 7s 5h 4h 6d Jc 5c 7c Ah 3c 2h Td 8c 7h 6h Qs 5d 9h Jh 9c Ac 6s Js Tc 6c 2c 2s 3s 4s 9s 4c 3d 8h Ks As Kh Jd 5s];[Qc, Qd, Th, 7d, 2d];null;b1[c:13,13] ;b1[r:12,66] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,77] ;Hero(12) ;12;b1[Td, Jd]25015;b2;Hero[8d, Kd]25272;b0
 Kd 8d Th Qd Qc] [ Jh Js 5c 5s 9s 4d Jc 2d Ks 8c 6h 5h 3d Qh 7d 3s Jd 8s Ah 6d 4h 9h 9d 9c 6s 2c 3h 3c 2s Kc 2h As 4s 6c Td 7c 4c 8h 5d Ts 7h Ad 7s Qs Kh Tc Ac];[Qc, Qd, Th, Jh, Js];null;b1[c:13,13] ;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[r:92,7] b1[c:4,5] ;b1(30) ;-14;b1[Td, Jd]28790;b2;Hero[8d, Kd]12892;b0
 Kd 8d Th Qd Qc] [ 9d Qh Kh Jh 2c 7c 8h Ts 2d 4s Js Ks Td Ad 3h 3s 9c Qs 7s 7h 2h Tc 5s 5c 6s Jd 7d 4h Ah 9h 6h 3d Ac 6d Jc 6c 9s 8s 4d 3c 4c As 5d Kc 2s 8c 5h];[Qc, Qd, Th, 9d, Qh];null;b1[c:13,13] ;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(22) ;-10;b1[6d, 6c]28797;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ Js 4c Tc 5s Kh Jd 4s 9c Qh 2h 2c 7h 5c 9h Jh Kc 2d 3c Td Qs 9s 8c 2s 3s 3h 4h 6c 6h 3d 4d 8h 8s Ts Ah 6s 9d Ac 7s 7d 5h Ad Jc Ks 5d 6d As 7c];[Qc, Qd, Th, Js, 4c];null;b1[c:13,13] ;b1[c:13,9] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,17] ;b1(14) ;-6;b1[Qs, Ks]17099;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 6c 5s Js Jc 7s 5h 9s 9c 3h 7c 4s 3d 4d 2d As Tc 4c Ts 6d 7d 8s 2c 9d 9h Jd Jh 3s 4h Ad 6s Kh 5c Kc 3c 6h 5d Qs 7h 8h Ah 2s 2h Ac Td Ks 8c Qh];[Qc, Qd, Th, 6c, null];null;b1[r:13,13] Hero[c:0,28] ;b1[c:12,66] Hero[r:0,27] b1[f:77,17] ;null;Hero{10} ;10;b1[7s, As];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8c 7c 3c 2d Jd Ts 6s 9d Ac 5h 3h 4d Jc 9s Qs 2s 7h 7s Kh 4s 4c Jh 7d 5s 3s 8h 5d 3d As 6d Ah Ad 9c Kc 6h 4h 5c 2c 2h 6c Td 9h Qh Tc Js 8s Ks];[Qc, Qd, Th, null, null];null;b1[f:100,0] ;null;null;Hero{6} ;6;b1[2s, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7s 6s 6d 7c Ad 8h 2c Td 2s As 7h 3h 6h 9h Jh 5h 9s Kh 6c Kc 7d Jd Ah Ts Ac 3d 4c 2h 8c 3s 4d Qh 9d 5s Tc 4h Jc 3c 5d Ks 5c 9c 4s 2d Qs Js 8s];[Qc, Qd, Th, 7s, 6s];null;b1[c:13,13] ;b1[c:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{6} ;-6;b1[6h, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jc Tc 4h 8s 6h Qh Qs Ks 6d Kc 9s 8h 4d 2s 5d Ts 5s 9h 5c 8c 6s 7h 9c 4s 9d 6c Jh 7s 2h 7d 4c As Ad Js 3s 2d Kh 7c Td Ac 2c Jd 3h 5h Ah 3d 3c];[Qc, Qd, Th, null, null];null;b1[f:100,0] ;null;null;Hero{6} ;6;b1[8s, Ks];b2;Hero[8d, Kd];b0
