 Kd 8d 6c Qs Th Qd Qc] [ 3s 2s 4h As 5c 5d 3h 5h 7h 9s 2c 4c 9d 5s Ts Ad Kc 4s Jh 4d Tc 6d 9c 3c 8s 8c Jc Td Ac 6s Ks 9h Js 7d 7c Kh 3d Qh Jd 2h 8h 7s 2d 6h Ah];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[9h, Ad]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 6d 7c 7d 2c Kh Qh 7h 6h 4s Jc As Td 3h 3s Jd 8s 3c 9h Jh Ah Js Ad 8h 9c Ks 9s Tc 7s 5h 9d 2d 5s 2s 2h Ac 5c 5d Kc 3d 4h Ts 4c 8c 4d 6s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[9c, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 7s 5d 7c 9d Js 3h 8c Ks 5c 6h 9s 6d Kh Jh 2d 7d Ah Ad 9c 3d Ts 8s 9h 4d 2s 8h 2c Jc Jd 4s Td 3s Ac Kc 4h 2h 5h 4c As 6s Qh 3c Tc 7h 5s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Js, Kc]17099;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Ts 2d 7s 3s 7d 2s 9d 4d 4h Jh Jc 5h Ad 3d 4c 3h Ac 7h Ks Kc Qh 8s 8c 3c As Kh Td 9h 8h 7c Tc 4s 5s 9s Js 6d 9c Jd 5d 2c 2h 5c Ah 6s 6h];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Ts, 7c]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 5c Kh 3c 9s Jc 3h 5d Qh 9d 8s 2c 9c 2d 4d 7h 7c 2s Jh 6s 6h 4c Td 5s Ts 4h 7s Ac 5h 4s 6d 7d 8h 8c Ks Js 2h Kc As Jd 3d Ad Ah 3s Tc 9h];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Ks, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 5s Qh 2d 6d 3c Jd 2c 5c Td 7s 9h 4s 8h 6s Ks Ah 3h 8s 6h 4c 7c Js Ac 7h Ad As 3s Kc Jh 4d Kh 4h 5d 7d 9c Ts 2h 9d 5h 9s Tc 2s 3d Jc 8c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Kh, Ac]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 8s Ad 4d 2d 6h 9h Jd 3d 3h 4s 8h 9d 8c Kh Tc 5s 3s 4c 7c Ts 9s 7d Jh 6s Kc 9c Ah 4h 5h 5d 3c 5c Js Td As 2s Ks Jc 7h 2h 2c 6d 7s Qh Ac];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[9s, 9c]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 8c 2c 5s Qh 4h 3d 9s Jd 3s 6h 5d Kh Tc Ad Ks 9c 3h Td 6s 9d 4c 6d 2s Kc 2d 4s Ah 5c 9h Ac 2h 4d 8s Js Jc 7s Ts 7h 7d 7c 5h 8h As 3c Jh];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Ad, Jc]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Ah 8h 2s 8s 7h 7s 9s 9d 2c 2d 4s Jd As Ks 7d 9h 3d 9c Jh 5d Td 8c 4c 6d 3h Jc Qh Kc 4h 3c 4d 5s 3s Ts 7c Ad 6s 6h 5h 2h Tc Js Kh 5c Ac];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Ad, Jc]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Jh 6d 4s 7c Tc 6h 3s Ts Jd 5d 2d Ad 7d 4h 5c 6s 9c 9h 9s Ac Kh 2s Td Ks 9d 2h Ah 7h 5h 3d Qh 4d Jc 8s 4c 5s 7s 3c Js 8h As Kc 8c 3h 2c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[9d, 8c]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 3c 2d 4s Tc Jd As 9d 7s Kc 4c Jc Kh 6h 7h 7d Ac 8c 2c 6s Ks 3h 2s 9c 5s 3s Td Ah 5d Ad 9h 8s Jh 8h 4h 9s Js Qh 7c 5h 2h 5c 3d 4d Ts 6d];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[Js, 9c]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 6d Jh 6s 5c 8s Ts 4c As 4h 8h 9c 3d 7c 5s Jc Ac 5h 5d Td 3s 9h 4s 2s 4d Qh Ad 8c 2d Ah 7h 6h 7d Kc 9s 2h 9d 3c Js Ks 3h Tc 2c 7s Jd Kh];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[8h, 9h]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Kh 5s As Qh 3c 5d 8h Jh Kc 9d Jc 2s 3h Ks 9s 7h Tc 2d Jd 3d Js 5c 6s 7c Ac Td 6d 7s 4d 4h 8c Ts 8s 2c 5h 2h 6h Ad 9c Ah 4s 4c 9h 7d 3s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Jd, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Kc 9c 7s As 7d 2h 7h 6d 9h 8s Jc Jh 8h 9s Kh 6h Qh 5d Ac 4d 3c 3s 5s 7c 4s 5h 4c Ad 3h Js 2s 5c 2d 6s 9d Tc 3d Ts 8c Ah 2c Ks 4h Jd Td];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[Js, 9c]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 3s Tc 5d 9h 9c 8s 5c Jc 3d Qh Ad As 2c Jh 7c 7s 3h 2d 7d Jd Ah Ts Kc 2s 4s 7h 5s 2h Kh 9d Ks 4h Td 4c 5h 6d 8c 4d 3c Ac 9s 6h Js 8h 6s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[9s, 8h]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 3s 2s 8c Ac Tc 3h 2d 6s Ks 5s 7h 5h 4s 9d 9c Kh Jh 9h 8h 5c Jd 7d 4d Kc Ad 3c 2c 7c 4h 3d Ts Jc Qh 8s 6h 6d 2h 7s As Ah 9s 4c 5d Td Js];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[As, 9c]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Ks 9s 7c Ad 7s 7h 3s 6d 2s 6h 2c As Td 4d 5h 4c 3c Ac Ah 7d 4h 5c 8c Kc 8s 4s Qh 3d 5d Jc Js 9h 8h 3h 9c Jd Kh 6s 5s 9d 2d Ts Tc 2h Jh];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[9h, 8c]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Td 7s Jc 8s 4h 2s 2h Kh 3h 5h 9d Jd Tc 2d Ts 6s Ac 9s 5s Ah 9c Jh 4c 9h 2c 5c 7c 8c 3s 3d Ad Qh 7h Kc Ks 5d 4s 6h 8h 4d Js As 3c 7d 6d];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[Ks, As]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 3h 8s 3s 7c 9h 2s 5s Kh 7d 7s Tc 4d Td 6d Qh As 4h Ks Jd 6s 9c 5c 8c 5d 7h 3c 2d Js 4c 3d Kc Ah 8h 6h 2h 4s Jc Ad 9d Ts 5h Ac 9s Jh 2c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[9s, As]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 4c 7c As Js 7s 2c 3c 6d Tc 8c 6h 2d 4d Ts 2s 7h Ks 8s Kh 2h 8h 4s 4h 9h 3s 3h 9d Jc 5s Td 6s 9c 7d Ah Jh Ac 5c Ad Kc 3d 9s 5d 5h Jd Qh];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[9h, Jc]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 4c Jc 8h Ad 7c 9c 3h Jh 5d 4d 5h 6h 7s Js 6d 6s 9d 5c Ks 3c Ah 2c Ts Kh Ac As 8s 4h 9s 5s Kc 7h 3s 9h 8c Jd 2h 7d Td Qh 3d Tc 2s 4s 2d];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[Jh, 9c]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 5s 3c 5d 7s 4s Ad 9d 9s As Ac 2d Kc 7c Ah Ks 4c Jh 4d 3d 8c 8s Js Ts Jc 7h 6s 2c Qh 9h 7d 2s 2h 4h 8h 6d 5h Kh Td 6h 3s 9c Tc Jd 3h 5c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(14) ;-6;b1[9s, 9h]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 9c Kc 3d 8h Tc 5h Ks 2s 5d Jc 7s 2c Ad 5s 7d 8s 5c 9s Jd Ah 9h 8c 6d Qh 9d 3c 7c 3h 4s As 2d Td Ts 7h 4c Ac 4d Js 6s 4h 3s 6h 2h Kh Jh];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(7) Hero(1) ;1;b1[9s, Ks]17098;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 7s Ad Qh 9c Ah 2c 7h 2s 5d Td 8h Js Jd 2h 4c 3h Tc Ac 5c Jc 3s 6h Kc 2d 5h 6d 4h 6s Ts 9h 9s As Ks 7d 8c 3c 9d 4s Jh 3d 8s 4d Kh 5s 7c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;Hero(8) ;8;b1[Jd, 8c]17089;b2;Hero[8d, Kd]17098;b0
