 Kd 8d 6c Qs Th Qd Qc] [ 9s Jd Jh 8h 5c 2s Td 4h 9c 3d 8s Ac 6s 4c As Ts 7s 7d Kh 8c Jc Kc 6h 5h 3c 7c 9d Ad Ks Js Ah 4d 2h 4s 5s 2d 7h Qh 3s 6d 2c Tc 3h 5d 9h];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[5d, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 4h Jc 5d Qh 3s 2c 3c 7d 3h Kh 2s 5h 5s Kc 6s 4c 9d Ah 9c 7h 2h 3d 9h As 4d 8c Ks Jd 8s 9s 4s Tc Jh 6h Ad 7c 7s 6d Td 2d Ts Js 8h Ac 5c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Js, Kc]17099;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Jd 4d 3c 6d 7h As 5h Ac 2c 3d 4c 9d 5d 5s Ks Jh Ah Td 8s 8h 2s 2d 4h 6h Kc 9h 7c 8c 7s 9c Ts Ad Kh 2h 7d Tc 3h 5c Qh 9s Js 6s 4s 3s Jc];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[7s, 7c]28798;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 9d 8h Ts 8s 7h 7s 7c 4c Ah 9c Kc Jc Ks 5c 5d 2c 3d 4s 7d Ac Ad 3c 4d 2s Js 8c 3h Qh 6s 9h 5s 3s 5h Td Kh As 6h 9s Tc 2d Jd 2h Jh 4h 6d];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[7h, 7d]28798;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 7s 2c Ah 7h 4s Jc Ac 2s 4h 8s Qh 4d 4c Td Kh 5c Js 9s 8h 3c 5d 5h 8c 5s 6h 7c 9c Ts 2d 9h 3h Jd 9d 3d Ks Tc 3s Ad 6s As Kc Jh 7d 6d 2h];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[As, Jh]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 6s 7h Js 7d Ah 9d As 5h Tc Ac 7c 3d 2c 5s 5d Jd 9s 8c Kc Ts 4h 6d Td 4d Ad 3s 2s 2h Jc 4s Kh 4c Ks 6h 8h Qh 3h 9c 7s 9h 8s 5c 2d 3c Jh];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ts, Kc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 3s 6h Td 9d 9s 6s Ah Jd 4d 4s 8s 7h 2c 5c 4c Ad 4h 3h Qh Kh 2d 3c 2h Jh 5h 5d 2s 7c 7s Ts Ks 5s Tc 7d 6d Js Ac Jc 3d 8h Kc 9h 9c 8c As];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[4s, 4h]28795;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 6d Ks Ad 5d 9c 8h Js 2d 7s Td 9d Ah 5c 7c 3h Tc 2c Jc 7d 4c Jd 3d 4d 2h 8s 6s 8c As Kc Ts 5h 3s 9s 9h 6h 5s 2s 4s Jh 4h 7h Qh 3c Kh Ac];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[As, 7h]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 9d Ts Kh 8h 2c 4d 9s Tc 5d Jh 3d Qh 3s 7h 7s 5h Ac 9c Js 6h 2h As 8c 5s 3h 6d Td 6s 4h 5c 2d 3c 2s Jd Kc 7d 7c 4s Jc 4c 8s Ah Ks Ad 9h];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ts, Jc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Td 3c Jc Jd Jh Ad 2h 5h 5d 3d 3h 4h 7c 5c 6d 4c 2c 4s 9c 7d Kh 2d 5s 9s 2s 4d 7h Kc 8h Ts 3s As 9d 6s Qh Ks 8s Tc 6h Js Ah 8c Ac 7s 9h];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[9s, 9c]28800;b2;Hero[8d, Kd]17098;b0
