 Kd 8d 6c Qs Th Qd Qc] [ 2d 4d 3c Ac Jh Tc 2c Qh 6s Ah 4s 3s 9s Td As 5c 2s 9d Kh 8h Js Kc Jc 4c 6h 6d 8c 3h 5s 7h Ts 5h 5d Ks 4h 9c 3d 9h Jd 8s 7s Ad 7c 7d 2h];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[4s, Ts]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 3s 4d Qh 8c 4s 5c 7d 6s Kc 2d Ts Ac 6d Js 9h Jc 7s Kh Jd 4c 6h Ks Jh 9d 2s 3c Tc 2h 3h 5h 4h 3d 8h 7h 9c 8s 5d 2c Ad Td Ah As 7c 5s 9s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ad, Jc]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 5h 8s Qh 3s 4d 5d 2s 4h Ah 9h Kh As 5c 3d 7s 8c 2c Td Jd Js Kc 4c Jc 2h 5s 6h Ac Tc Ad 9d 2d 4s 9c 7h 9s Ks 6d 3c 6s 8h Jh 7c 3h Ts 7d];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ad, 7c]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 2c 4h Jh 6s 6d Ac 8c 5c Tc 7h 4d 2s As Js Kc Kh 7d 9s 9c 4s Td 7s Ah 8s 6h 9h Jc 8h 5h 7c 3c 2h 2d Ad 9d 3d 5d Qh 3h Ks Jd Ts 4c 3s 5s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[2d, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 9c Ad 3h Jd 5d 7s 6h 5s 7d 2h Kh As Js Ah 3d 6d Qh 3c 9h 4h 8s 4s 6s Jh Ac 7h Td 2s Kc 2d 3s Ks Tc Ts 5h 5c 4d Jc 4c 9s 9d 2c 7c 8h 8c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[5d, Ad]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 3d Jc Js Jd 8s 4s 5s 5d 9s 7s Tc 4h 9d Td Kh 2h 6h 7h Ac Qh 3c 9c 7c 9h 5h 2s 3s 8c As Ah 3h Ks Jh 6d 2d 4d 4c 2c Ts 6s 7d Ad 8h Kc 5c];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[9c, Ac]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Qh 2d Ah Td Jh 3d Kh 9c Jc 6h 5h As 5s 5d 2c 6s 9s Jd 3c 8h 8s 3h 3s Kc 5c 4s Ts Ks Js 7c 6d 8c 7h 2s 9d 7d 9h 2h Tc Ad 7s 4d 4c 4h Ac];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ts, 5d]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Kh 4s 3d 6s 8s 9c Tc 9s 4h Ad 2c Ah 9h 2h Ac 9d Qh 7s 3h Td 8c 7c 5c 7h 8h Jd Ks 2d 5d 3s 4d Jh 6d Kc 5h 7d 3c Ts 4c 2s Jc 6h As Js 5s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Js, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Kc 8s 3c Jh 7c 2d Kh 5d 4c Ks Tc 5h Jd Ac 9h As 4d 8h 2h 9s Js Td Ts 5c 8c 2c 9c 7h 3s 4h 5s 6h 7d 6s 2s 4s 3h Ad Qh Jc Ah 6d 7s 3d 9d];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[8s, Ts]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Td 3h Ah 2s 7c Ac 9c Jc 5h 2h Qh 3c 2d 7h As 4h 9d 4s 6s 7d 6d 8h 5s 3s Tc Ad Jd 5c Ks 9h Jh Kc Ts 3d Js 4c 4d 2c 8c 9s Kh 5d 6h 8s 7s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ks, Jc]17099;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ Ah 5c 8h Ks Ad 4h Td Qh 5s 3c Jh 8c 2c Jd Js 9s Tc 9h 4d 6h 2s 7h Jc 7s Kc 7d 2h 9d Kh 5d 6d 2d 3d 3s Ts 7c As 9c Ac 4c 8s 4s 3h 5h 6s];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ts, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d 6c Qs Th Qd Qc] [ 6s 2d 7s Ac 3s Td Jc Jd 4h 8h 5c 8c 7h Js 3c 5s 5d 9d 6h 4c 7c 3d Ts Ah 6d 2h As Kc Kh Ks 2s 2c 7d 9c 4s 3h 9s 8s 5h Tc 9h Ad 4d Qh Jh];[Qc, Qd, Th, Qs, 6c];null;null;null;null;b1(30) ;-14;b1[Ts, Js]28801;b2;Hero[8d, Kd]17098;b0
